EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef646,38,68,"Williams, L",2020,IDENT Montreal,Fagaceae,Quercus,Quercus rubra,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,N,NA,4,0.929,0.071,2,18.309,N/A,1.572,4,17.896,N/A,1.864,4,extra data request,2N3,-0.208064244,0.502705671
ef647,38,69,"Williams, L",2020,IDENT Montreal,Fagaceae,Quercus,Quercus rubra,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.929,0.071,2,18.309,N/A,1.572,4,22.163,N/A,1.243,4,extra data request,2N4,2.362383641,0.848803529
ef648,38,70,"Williams, L",2020,IDENT Montreal,Fagaceae,Quercus,Quercus rubra,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.796,0.204,4,18.309,N/A,1.572,4,18.291,N/A,1.668,4,extra data request,4N2,-0.009647174,0.500005817
ef649,38,71,"Williams, L",2020,IDENT Montreal,Fagaceae,Quercus,Quercus rubra,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.25,0.75,4,18.309,N/A,1.572,4,16.872,N/A,0.626,4,extra data request,4N6,-1.043253162,0.568023573
ef650,38,72,"Williams, L",2020,IDENT Montreal,Fagaceae,Quercus,Quercus rubra,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.367,0.633,4,18.309,N/A,1.572,4,17.543,N/A,2.426,4,extra data request,4N7,-0.325507178,0.506622183
ef651,38,73,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.525,0.475,12,6.201,N/A,0.482,4,7.513,N/A,0.423,4,extra data request,12N,2.513202378,0.894761637
ef652,38,74,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.5,0.5,2,6.201,N/A,0.482,4,6.851,N/A,0.669,4,extra data request,2N8,0.9683755,0.558609444
ef653,38,75,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.5,0.5,2,6.201,N/A,0.482,4,7.589,N/A,1.113,4,extra data request,2NR7B,1.405780672,0.623513706
ef654,38,76,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.692,0.308,4,6.201,N/A,0.482,4,7.879,N/A,0.104,4,extra data request,4N6,4.180342993,1.592204221
ef655,38,77,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.471,0.529,4,6.201,N/A,0.482,4,7.485,N/A,0.451,4,extra data request,4N7,2.389499538,0.856856753
ef656,38,78,"Williams, L",2020,IDENT Montreal,Cupressaceae,Thuja,Thuja occidentalis,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,field,experimental,sapling,intermediate,juvenile,44717,plot,45,temperate,No N-fixing neighbours,Y,NA,4,0.471,0.529,4,6.201,N/A,0.482,4,6.888,N/A,0.97,4,extra data request,4N8,0.779138086,0.53794101
ef657,39,1,"Benavides, R.",2019,FunDivEu North Karelia,Betulaceae,Betula ,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.5,0.5,2,14.877,N/A,1.409,4,14.078,N/A,1.37,8,extra data request,"Functional diveristy measures unclear as multiple different species mixture values combined, highest possible measure used",-0.533554369,0.386861678
ef658,39,2,"Benavides, R.",2019,FunDivEu North Karelia,Betulaceae,Betula ,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.333,0.667,3,14.877,N/A,1.409,4,14.007,N/A,1.318,4,extra data request,,-0.55393092,0.519177466
ef659,39,3,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,62,boreal,No N-fixing neighbours,NA,NA,NA,0.734,0.266,2,2.99,N/A,0.811,4,2.957,N/A,0.42,8,extra data request,,-0.053762722,0.375120435
ef660,39,4,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.645,0.355,3,2.99,N/A,0.811,4,3.14,N/A,0.526,4,extra data request,,0.190622301,0.502271054
ef661,39,5,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,NA,NA,NA,0.734,0.266,2,3.604,N/A,0.368,4,3.619,N/A,0.346,8,extra data request,,0.039238599,0.375064153
ef662,39,6,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.645,0.355,3,3.604,N/A,0.368,4,3.625,N/A,0.349,4,extra data request,,0.050864042,0.500161697
ef663,39,7,"Benavides, R.",2019,FunDivEu North Karelia,Betulaceae,Betula ,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.5,0.5,2,379.507,N/A,20.483,4,406.314,N/A,24.974,8,extra data request,,1.043003454,0.420327342
ef664,39,8,"Benavides, R.",2019,FunDivEu North Karelia,Betulaceae,Betula ,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.333,0.667,3,379.507,N/A,20.483,4,401.958,N/A,20.453,4,extra data request,,0.952781539,0.556737041
ef665,39,9,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,62,boreal,No N-fixing neighbours,NA,NA,NA,0.734,0.266,2,444.362,N/A,43.867,4,441.632,N/A,38.066,8,extra data request,,-0.063143191,0.375166128
ef666,39,10,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.645,0.355,3,444.362,N/A,43.867,4,435.819,N/A,34.081,4,extra data request,,-0.188917721,0.502230619
ef667,39,11,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,NA,NA,NA,0.734,0.266,2,417.01,N/A,30.808,4,424.815,N/A,32.821,8,extra data request,,0.223455215,0.37708051
ef668,39,12,"Benavides, R.",2019,FunDivEu North Karelia,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,62,boreal,No N-fixing neighbours,Y,NA,NA,0.645,0.355,3,417.01,N/A,30.808,4,419.349,N/A,25.655,4,extra data request,,0.071668499,0.500321023
ef669,39,13,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.678,0.322,2,4.488,N/A,0.988,2,4.802,N/A,1.312,5,extra data request,,0.21053659,0.703166118
ef670,39,14,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.511,0.489,3,4.488,N/A,0.988,2,4.375,N/A,1.259,5,extra data request,,-0.078537831,0.700440585
ef671,39,15,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.473,0.527,4,4.488,N/A,0.988,2,5.665,N/A,1.599,3,extra data request,,0.597773711,0.869066674
ef672,39,16,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.656,0.344,2,11.746,N/A,2.734,2,11.501,N/A,2.636,3,extra data request,,-0.06642109,0.833774509
ef673,39,17,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.489,0.511,3,11.746,N/A,2.734,2,12.677,N/A,3.46,4,extra data request,,0.225541848,0.754239094
ef674,39,18,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.367,0.633,4,11.746,N/A,2.734,2,14.5,N/A,3.457,3,extra data request,,0.616200355,0.871303621
ef675,39,19,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.567,0.433,2,15.032,N/A,5.377,2,18.669,N/A,6.758,7,extra data request,,0.491054186,0.656253488
ef676,39,20,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.329,0.671,3,15.032,N/A,5.377,2,20.553,N/A,7.876,7,extra data request,,0.647817116,0.666171977
ef677,39,21,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.367,0.633,4,15.032,N/A,5.377,2,21.052,N/A,8.867,3,extra data request,,0.552985597,0.86391264
ef678,39,22,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.565,0.435,2,4.108,N/A,1.726,2,3.981,N/A,1.41,5,extra data request,,-0.072213021,0.70037248
ef679,39,23,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.426,0.574,3,4.108,N/A,1.726,2,4.109,N/A,1.322,5,extra data request,,0.000595398,0.700000025
ef680,39,24,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.473,0.527,4,4.108,N/A,1.726,2,5.493,N/A,2.092,3,extra data request,,0.506784835,0.85901642
ef681,39,25,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.678,0.322,2,511.099,N/A,45.462,2,500.196,N/A,48.571,5,extra data request,,-0.191110621,0.702608805
ef682,39,26,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.511,0.489,3,511.099,N/A,45.462,2,490.135,N/A,39.856,5,extra data request,,-0.429485756,0.713175573
ef683,39,27,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Abies,Abies alba,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.473,0.527,4,511.099,N/A,45.462,2,466.424,N/A,51.342,3,extra data request,,-0.653600101,0.876052643
ef684,39,28,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.656,0.344,2,374.677,N/A,54.038,2,382.732,N/A,41.336,3,extra data request,,0.126814442,0.834941524
ef685,39,29,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.489,0.511,3,374.677,N/A,54.038,2,368.096,N/A,57.531,4,extra data request,,-0.092644135,0.750715245
ef686,39,30,"Benavides, R.",2019,FunDivEu Carpathian mountains,Sapindaceae,Acer,Acer pseudoplatanus,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.367,0.633,4,374.677,N/A,54.038,2,341.112,N/A,43.37,3,extra data request,,-0.514627191,0.859817448
ef687,39,31,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.567,0.433,2,468.05,N/A,42.698,2,455.538,N/A,42.833,7,extra data request,,-0.259570752,0.646600308
ef688,39,32,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.329,0.671,3,468.05,N/A,42.698,2,446.181,N/A,38.176,7,extra data request,,-0.499922579,0.656741731
ef689,39,33,"Benavides, R.",2019,FunDivEu Carpathian mountains,Fagaceae,Fagus,Fagus sylvatica,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.367,0.633,4,468.05,N/A,42.698,2,444.218,N/A,46.387,3,extra data request,,-0.381601188,0.84789528
ef690,39,34,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,NA,NA,NA,0.565,0.435,2,463.788,N/A,56.846,2,476.828,N/A,57.344,5,extra data request,,0.191517361,0.702619921
ef691,39,35,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.426,0.574,3,463.788,N/A,56.846,2,470.414,N/A,72.336,5,extra data request,,0.080138477,0.700458727
ef692,39,36,"Benavides, R.",2019,FunDivEu Carpathian mountains,Pinaceae,Picea,Picea abies,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,tolerant,mature,NA,local,47,temperate,No N-fixing neighbours,Y,NA,NA,0.473,0.527,4,463.788,N/A,56.846,2,432.888,N/A,79.721,3,extra data request,,-0.306720171,0.84274106
ef693,39,37,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.665,0.335,2,2.937,N/A,0.412,3,2.86,N/A,0.456,9,extra data request,,-0.158757715,0.445494612
ef694,39,38,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.498,0.502,3,2.937,N/A,0.412,3,2.912,N/A,0.543,6,extra data request,,-0.043622901,0.50010572
ef695,39,39,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.497,0.503,4,2.937,N/A,0.412,3,2.65,N/A,0.388,3,extra data request,,-0.572224729,0.693953428
ef696,39,40,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.747,0.253,2,2.989,N/A,0.415,3,2.863,N/A,0.511,6,extra data request,,-0.230506165,0.502951838
ef697,39,41,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.662,0.338,3,2.989,N/A,0.415,3,2.945,N/A,0.31,3,extra data request,,-0.0958467,0.667432216
ef698,39,42,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,SLA,SLA,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.497,0.503,4,2.989,N/A,0.415,3,2.752,N/A,0.316,3,extra data request,,-0.512689352,0.688570864
ef699,39,43,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.5,0.5,2,12.263,N/A,2.728,3,12.222,N/A,2.311,9,extra data request,,-0.015762239,0.444454796
ef700,39,44,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.49,0.51,3,12.263,N/A,2.728,3,11.34,N/A,3.589,6,extra data request,,-0.243588965,0.503296421
ef701,39,45,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.486,0.514,4,12.263,N/A,2.728,3,11.865,N/A,2.008,3,extra data request,,-0.132580545,0.668131467
ef702,39,46,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.5,0.5,2,4.274,N/A,0.483,3,4.26,N/A,0.468,6,extra data request,,-0.026326354,0.500038504
ef703,39,47,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.647,0.353,3,4.274,N/A,0.483,3,4.495,N/A,0.514,3,extra data request,,0.353555288,0.677083445
ef704,39,48,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.486,0.514,4,4.274,N/A,0.483,3,4.516,N/A,0.51,3,extra data request,,0.388754737,0.679260854
ef705,39,49,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.665,0.335,2,447.384,N/A,37.261,3,465.422,N/A,43.223,9,extra data request,,0.395372831,0.450957764
ef706,39,50,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.498,0.502,3,447.384,N/A,37.261,3,451.952,N/A,41.913,6,extra data request,,0.099839746,0.500553776
ef707,39,51,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.497,0.503,4,447.384,N/A,37.261,3,505.72,N/A,48.545,3,extra data request,,1.075637277,0.763082963
ef708,39,52,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.747,0.253,2,484.078,N/A,52.102,3,484.004,N/A,51.892,6,extra data request,,-0.001265147,0.500000089
ef709,39,53,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.662,0.338,3,484.078,N/A,52.102,3,505.535,N/A,61.965,3,extra data request,,0.299062237,0.674119852
ef710,39,54,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,NA,woody,evergreen conifer ,conifer,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intolerant,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.497,0.503,4,484.078,N/A,52.102,3,533.678,N/A,57.894,3,extra data request,,0.718577459,0.70969613
ef711,39,55,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.5,0.5,2,318.83,N/A,55.45,3,361.246,N/A,69.74,9,extra data request,,0.583071948,0.458609982
ef712,39,56,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.49,0.51,3,318.83,N/A,55.45,3,373.374,N/A,79.563,6,extra data request,,0.659261827,0.524145898
ef713,39,57,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,Y,NA,NA,0.486,0.514,4,318.83,N/A,55.45,3,395.896,N/A,81.379,3,extra data request,,0.883067116,0.731650628
ef714,39,58,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,observational,observational,adult,intermediate,mature,NA,local,41,temperate,No N-fixing neighbours,NA,NA,NA,0.5,0.5,2,515.391,N/A,29.908,3,579.783,N/A,42.964,6,extra data request,,1.441557002,0.615449255
